group_farm-farm_location,group_farm-farm_size,group_farm-farm_size_unit,group_farm-measurement_unit_other,group_farm-land_ownership,group_farm-land_ownership_other,group_farm-cropping_area,group_farm-cropping_area_unit,group_farm-cropping_area_other,group_farm-land_use,group_farm-land_use_other,group_soil-soil_quality,group_soil-soil_quality_indicators,group_soil-soil_types,group_soil-num_soil_types,group_soil-soil_types_description,group_soil-soil_surface,group_soil-rock_gravel,group_soil_erosion-erosion_prevalence,group_soil_erosion-erosion_type_farm,group_soil_erosion-erosion_control_measures,group_soil_erosion-erosion_control_description,group_crop_production-crop_type,group_crop_production-crop_type_other,group_crop_production-crop_production,group_crop_production-crop_production_other,group_crop_production-crop_productivity_enhance,group_crop_production-crop_productivity_other,farm_management-crop_rotation,farm_management-fallowing,farm_management-fallow_percent,farm_management-fallow_years,farm_management-burning,farm_management-crop_residue,farm_management-crop_residue_other,farm_management-farmyard_manure_use,farm_management-manure_use_crops,farm_management-compost_use,farm_management-compost_use_crops,farm_management-mulch_use,farm_management-mulch_use_crops,farm_management-chemical_fertilizer_use,farm_management-fertilizer_use_crops,farm_management-herbicide_use,farm_management-pesticide_use,PARENT_KEY,KEY,SET-OF-farm_details
2,2.0000000000,2,"",2,"",2.0000000000,2,"",1,"",Medium,Soil organisms,0,"","",2,2,0,"","","",1,"",6 7,"",2 1,"",0,0,"","",0,1,"",1,1,0,"",0,"",1,1,0,1,uuid:4b5b9cbf-289b-430a-8789-2b749ae4d9fc,uuid:4b5b9cbf-289b-430a-8789-2b749ae4d9fc/farm_details[2],uuid:4b5b9cbf-289b-430a-8789-2b749ae4d9fc/farm_details
2,0.6000000000,2,"",1,"",5.1000000000,2,"",1,"",Medium,Soil texture,0,"","",2,1,0,"","","",1,"",2 8,"",2 1,"",0,0,"","",0,4,"",1,1,0,"",0,"",1,1,1,1,uuid:2cac2e64-2af1-4b93-a35d-23d070cb8575,uuid:2cac2e64-2af1-4b93-a35d-23d070cb8575/farm_details[1],uuid:2cac2e64-2af1-4b93-a35d-23d070cb8575/farm_details
2,1.5000000000,2,"",1,"",5.1000000000,2,"",1,"",Medium,Soil texture,0,"","",2,1,0,"","","",1,"",2 8,"",1 2,"",1,0,"","",0,4,"",1,1,0,"",0,"",1,1,1,1,uuid:2cac2e64-2af1-4b93-a35d-23d070cb8575,uuid:2cac2e64-2af1-4b93-a35d-23d070cb8575/farm_details[2],uuid:2cac2e64-2af1-4b93-a35d-23d070cb8575/farm_details
2,0.9000000000,2,"",1,"",5.1000000000,2,"",1,"",Medium,Soil texture,0,"","",2,1,0,"","","",1,"",2 8,"",1 2,"",1,0,"","",0,4,"",0,"",0,"",0,"",1,1,1,1,uuid:2cac2e64-2af1-4b93-a35d-23d070cb8575,uuid:2cac2e64-2af1-4b93-a35d-23d070cb8575/farm_details[3],uuid:2cac2e64-2af1-4b93-a35d-23d070cb8575/farm_details
2,1.0000000000,2,"",1,"",5.1000000000,2,"",1,"",Medium,Soil texture,0,"","",2,1,0,"","","",16,Banana,1 8,"",1,"",0,0,"","",0,4,"",0,"",0,"",0,"",1,16,1,1,uuid:2cac2e64-2af1-4b93-a35d-23d070cb8575,uuid:2cac2e64-2af1-4b93-a35d-23d070cb8575/farm_details[4],uuid:2cac2e64-2af1-4b93-a35d-23d070cb8575/farm_details
2,1.1000000000,2,"",6,"",5.1000000000,2,"",1,"",Medium,Soil texture,0,"","",2,1,0,"","","",1,"",2 8,"",1,"",1,0,"","",0,4,"",0,"",0,"",0,"",1,1,1,1,uuid:2cac2e64-2af1-4b93-a35d-23d070cb8575,uuid:2cac2e64-2af1-4b93-a35d-23d070cb8575/farm_details[5],uuid:2cac2e64-2af1-4b93-a35d-23d070cb8575/farm_details
2,1.0000000000,2,"",4,"",0.5000000000,2,"",1,"",Medium,Based on soil colour and porosity capacity of the soil,0,"","",1,2,0,"","","",1,"",1 2 4 6 7,"",3 4 5,"",0,1,2.0000000000,2.0000000000,0,2,"",0,"",1,1,0,"",0,"",0,0,uuid:4f72eb33-63cf-454c-b827-d6d196716b59,uuid:4f72eb33-63cf-454c-b827-d6d196716b59/farm_details[1],uuid:4f72eb33-63cf-454c-b827-d6d196716b59/farm_details
2,2.0000000000,2,"",4,"",1.0000000000,2,"",1 2,"",Medium,Based on soil colour and porosity capacity of the soil,1,2,Red Soils and black soils,1,2,1,1,3,"",2 14 16,"Pippali, groundnut, korra, sama",1 2 4 5 8,"",3,"",1,1,50.0000000000,1.0000000000,0,2,"",0,"",1,2 15 10,0,"",0,"",0,0,uuid:4f72eb33-63cf-454c-b827-d6d196716b59,uuid:4f72eb33-63cf-454c-b827-d6d196716b59/farm_details[2],uuid:4f72eb33-63cf-454c-b827-d6d196716b59/farm_details
2,1.0000000000,2,"",4,"",1.0000000000,2,"",1,"",Medium,"Based on colour, soil organisms present, yield obtained",0,"","",2,1,0,"","","",1 2,"",2 9,"",4 5 6,Timely application of jeevamruths to the crop,0,1,50.0000000000,0.5000000000,0,2,"",0,"",1,1 2 10 16,0,"",0,"",0,0,uuid:dd658bdb-5730-448f-8764-68bd9ff27f77,uuid:dd658bdb-5730-448f-8764-68bd9ff27f77/farm_details[1],uuid:dd658bdb-5730-448f-8764-68bd9ff27f77/farm_details
2,1.0000000000,2,"",4,"",1.0000000000,2,"",1,"",Low,"Based on soil colour, yield obtained from the crop",0,"","",2,1,0,"","","",14 16,Pippal,2 1,"",3 4 5 6,By using APCNF methods,0,0,"","",0,2,"",0,"",1,14 16,0,"",0,"",0,0,uuid:dd658bdb-5730-448f-8764-68bd9ff27f77,uuid:dd658bdb-5730-448f-8764-68bd9ff27f77/farm_details[2],uuid:dd658bdb-5730-448f-8764-68bd9ff27f77/farm_details
3,1.5000000000,2,"",4,"",1.5000000000,2,"",2,"",Medium,Based on the yield obtained,0,"","",2,2,0,"","","",15 16,Coffee,1 2 4 8 9,"",6,By providing Dravajeevamruth during rainy season,0,0,"","",0,3 5,Used as compost by decomposing the residues in field itself,0,"",0,"",1,16,0,"",0,0,uuid:dd658bdb-5730-448f-8764-68bd9ff27f77,uuid:dd658bdb-5730-448f-8764-68bd9ff27f77/farm_details[3],uuid:dd658bdb-5730-448f-8764-68bd9ff27f77/farm_details
1,3.0000000000,2,"",2,"",3.0000000000,2,"",1,"",Medium,Soil colour,0,"","",2,1,0,"","","",16,Soil colour,6 7,"",1 2,"",1,0,"","",0,4,"",1,16 7,0,"",0,"",1,16,0,1,uuid:cc2d6e56-c93b-4401-8bbb-e80312d89b96,uuid:cc2d6e56-c93b-4401-8bbb-e80312d89b96/farm_details[1],uuid:cc2d6e56-c93b-4401-8bbb-e80312d89b96/farm_details
1,3.5000000000,2,"",2,"",3.5000000000,2,"",1,"",Medium,Soil colour,0,"","",2,1,0,"","","",16,"Groundnut, tomato,chilli, brinjal",6 7 8,"",1 2 5,"",1,0,"","",0,4,"",1,16,0,"",0,"",1,16,1,1,uuid:0e315766-93e1-4984-9733-f29855c1e303,uuid:0e315766-93e1-4984-9733-f29855c1e303/farm_details[1],uuid:0e315766-93e1-4984-9733-f29855c1e303/farm_details
2,0.3000000000,2,"",4,"",0.3000000000,2,"",1,"",Medium,Based on earthworms and earthworms castings present in the field,0,"","",1,2,0,"","","",1 2 7,"",1 2 4 3 6 7,"",3,"",1,0,"","",0,2,"",0,"",1,1 2,0,"",0,"",0,0,uuid:d32ee6a3-210e-4945-80a5-6d4e92dc351b,uuid:d32ee6a3-210e-4945-80a5-6d4e92dc351b/farm_details[1],uuid:d32ee6a3-210e-4945-80a5-6d4e92dc351b/farm_details
1,9.0000000000,2,"",2,"",6.0000000000,2,"",1,"",Medium,Based of water infiltration rate and Earthworms.,0,"","",2,1,0,"","","",7 1 16 6 11,"Chilli , tomato",7 6 8,"",2,"",1,1,30.0000000000,0.2500000000,0,3,"",1,6 7 11,0,"",0,"",0,"",0,0,uuid:1d62074e-6aef-4632-8bc6-28a0d46a6075,uuid:1d62074e-6aef-4632-8bc6-28a0d46a6075/farm_details[1],uuid:1d62074e-6aef-4632-8bc6-28a0d46a6075/farm_details
1,2.0000000000,2,"",2,"",2.0000000000,2,"",1,"",Medium,Soil colour,0,"","",2,2,0,"","","",16,"Groundnut, tomato",6 7,"",2 1,"",1,0,"","",0,2,"",1,16,0,"",0,"",1,16,0,1,uuid:dcc84a50-cc10-480a-b32d-71f4503bd26a,uuid:dcc84a50-cc10-480a-b32d-71f4503bd26a/farm_details[1],uuid:dcc84a50-cc10-480a-b32d-71f4503bd26a/farm_details
1,2.0000000000,2,"",2,"",2.0000000000,2,"",1,"",Medium,Soil colour,0,"","",2,2,0,"","","",16,Groundnut tomato,6 7 8,"",1 2,"",1,0,"","",0,2,"",1,16,0,"",0,"",1,16,0,1,uuid:dcc84a50-cc10-480a-b32d-71f4503bd26a,uuid:dcc84a50-cc10-480a-b32d-71f4503bd26a/farm_details[2],uuid:dcc84a50-cc10-480a-b32d-71f4503bd26a/farm_details
2,70.0000000000,4,Cents,1,"",1.7000000000,2,"",1,"",Medium,Soil organisms and porosity of soil,0,"","",2,1,0,"","","",1,"",2 5,"",2 3 4,"",1,0,"","",0,4,"",1,1,0,"",0,"",0,"",0,0,uuid:e6ad6881-0cc5-4d5b-ab44-92e6492538b7,uuid:e6ad6881-0cc5-4d5b-ab44-92e6492538b7/farm_details[1],uuid:e6ad6881-0cc5-4d5b-ab44-92e6492538b7/farm_details
1,4.0000000000,2,"",2,"",4.0000000000,2,"",1,"",Medium,Soil colour,0,"","",2,1,0,"","","",16,"Groundnut, tomato",6 7 8,"",1 2,"",1,0,"","",0,4,"",1,16,0,"",0,"",1,16,0,1,uuid:bd587f1c-2d5b-458e-aa29-c16b99d9fab0,uuid:bd587f1c-2d5b-458e-aa29-c16b99d9fab0/farm_details[1],uuid:bd587f1c-2d5b-458e-aa29-c16b99d9fab0/farm_details
1,3.0000000000,2,"",2,"",3.0000000000,2,"",1,"",Medium,Soil colour,0,"","",2,1,0,"","","",16,"Groundnut, tomato",6 7 8,"",1 2 5,"",1,0,"","",0,5,Incorporating into the field while ploughing,1,16,0,"",0,"",1,16,0,1,uuid:ed2e15d3-7acf-4eab-bd00-e7071e696c34,uuid:ed2e15d3-7acf-4eab-bd00-e7071e696c34/farm_details[1],uuid:ed2e15d3-7acf-4eab-bd00-e7071e696c34/farm_details
2,4.7700000000,2,"",2,"",4.7700000000,2,"",1,"",Medium,Soil colour,0,"","",2,2,0,"","","",16 1,"Tomato,castor, ground nut",6 7 8,"",2 1,"",1,0,"","",0,4,"",1,16 1,0,"",0,"",1,1 16,0,1,uuid:c24a7c6f-2340-4084-b66c-ae293b2c21ba,uuid:c24a7c6f-2340-4084-b66c-ae293b2c21ba/farm_details[1],uuid:c24a7c6f-2340-4084-b66c-ae293b2c21ba/farm_details
2,2.0000000000,2,"",2,"",2.0000000000,2,"",1,"",Medium,Soil colour,0,"","",2,2,0,"","","",16 1,2,6 7 8,"",1 2,"",1,0,"","",0,4,"",1,1 16,0,"",0,"",1,1 16,0,1,uuid:c24a7c6f-2340-4084-b66c-ae293b2c21ba,uuid:c24a7c6f-2340-4084-b66c-ae293b2c21ba/farm_details[2],uuid:c24a7c6f-2340-4084-b66c-ae293b2c21ba/farm_details
2,1.0000000000,2,"",6,"",6.0000000000,2,"",1,"",Low,Soil texture,1,2,Sand; Black soil,2,2,0,"","","",1,"",1 2 6,"",1 2,"",1,0,"","",0,4,"",1,1,0,"",0,"",0,"",0,0,uuid:2125d26a-c348-430f-b506-fdf2a3fd63c3,uuid:2125d26a-c348-430f-b506-fdf2a3fd63c3/farm_details[1],uuid:2125d26a-c348-430f-b506-fdf2a3fd63c3/farm_details
2,2.0000000000,2,"",6,"",6.0000000000,2,"",1,"",Low,Soil texture and yield of the crop,1,2,Sand;black soil,2,1,0,"","","",1,"",1 2 6,"",1 2,"",1,0,"","",0,4,"",0,"",0,"",0,"",1,1,1,1,uuid:2125d26a-c348-430f-b506-fdf2a3fd63c3,uuid:2125d26a-c348-430f-b506-fdf2a3fd63c3/farm_details[2],uuid:2125d26a-c348-430f-b506-fdf2a3fd63c3/farm_details
2,1.5000000000,2,"",6,"",6.0000000000,2,"",1,"",Medium,Soil texture,0,"","",2,1,0,"","","",1,"",1 2 6,"",1 2,"",0,0,"","",0,4,"",0,"",0,"",0,"",1,1,1,1,uuid:2125d26a-c348-430f-b506-fdf2a3fd63c3,uuid:2125d26a-c348-430f-b506-fdf2a3fd63c3/farm_details[3],uuid:2125d26a-c348-430f-b506-fdf2a3fd63c3/farm_details
2,1.5000000000,2,"",6,"",6.0000000000,2,"",1,"",Medium,Soil texture,0,"","",2,2,0,"","","",1,"",1 2 6,"",1,"",0,0,"","",0,4,"",0,"",0,"",0,"",1,1,1,1,uuid:2125d26a-c348-430f-b506-fdf2a3fd63c3,uuid:2125d26a-c348-430f-b506-fdf2a3fd63c3/farm_details[4],uuid:2125d26a-c348-430f-b506-fdf2a3fd63c3/farm_details
1,5.0000000000,2,"",2,"",5.0000000000,2,"",1,"",Medium,Soil colour,0,"","",2,1,0,"","","",16 7,"Groundnut, tomato",6 7,"",2 1,"",1,0,"","",0,4,"",1,16 7,0,"",0,"",1,16,0,1,uuid:9169d278-923b-4e91-9939-fb3e6e554b45,uuid:9169d278-923b-4e91-9939-fb3e6e554b45/farm_details[1],uuid:9169d278-923b-4e91-9939-fb3e6e554b45/farm_details
1,6.0000000000,2,"",2,"",6.0000000000,2,"",1,"",Medium,Soil colour,0,"","",2,2,0,"","","",16,"Groundnut, tomato",6 7 8,"",2 1,"",1,0,"","",0,2,"",1,16,0,"",0,"",1,16,0,1,uuid:852ad669-c4e5-4991-8c4e-78ad28922c1b,uuid:852ad669-c4e5-4991-8c4e-78ad28922c1b/farm_details[1],uuid:852ad669-c4e5-4991-8c4e-78ad28922c1b/farm_details
1,4.0000000000,2,"",2,"",4.0000000000,2,"",1,"",Medium,Soil colour,0,"","",2,2,0,"","","",16,"Groundnut, tomato",6 7 8,"",1 2,"",1,0,"","",0,2,"",1,16,0,"",0,"",1,16,0,1,uuid:852ad669-c4e5-4991-8c4e-78ad28922c1b,uuid:852ad669-c4e5-4991-8c4e-78ad28922c1b/farm_details[2],uuid:852ad669-c4e5-4991-8c4e-78ad28922c1b/farm_details
1,3.0000000000,2,"",2,"",3.0000000000,2,"",1,"",Medium,Soil colour,0,"","",2,1,0,"","","",16,"Tomato, groundnut",7 6,"",2 1 5,"",1,0,"","",0,4,"",1,16,0,"",0,"",1,16,0,1,uuid:98f88eea-fc59-4a55-b5d7-15cd9e6917de,uuid:98f88eea-fc59-4a55-b5d7-15cd9e6917de/farm_details[1],uuid:98f88eea-fc59-4a55-b5d7-15cd9e6917de/farm_details
1,2.5000000000,2,"",2,"",2.5000000000,2,"",1,"",Medium,Soil colour,0,"","",2,1,0,"","","",16,"Groundnut, tomato",6 7,"",1 2,"",1,0,"","",0,5,Incorporating into the field while ploughing,1,16,0,"",0,"",1,16,0,1,uuid:5f9f7202-a759-4786-ba24-e5cbfa86c2b2,uuid:5f9f7202-a759-4786-ba24-e5cbfa86c2b2/farm_details[1],uuid:5f9f7202-a759-4786-ba24-e5cbfa86c2b2/farm_details
2,1.5000000000,2,"",4,"",1.0000000000,2,"",1,"",Medium,Based on yield obtained from the farmers,0,"","",2,1,0,"","","",1 14,"",1 2 4 9,"",3 6,By using APCNF methods,0,1,25.0000000000,1.0000000000,0,2 3,"",0,"",1,1 14,0,"",0,"",0,0,uuid:2e581c77-f258-480e-852d-e82a214e7dab,uuid:2e581c77-f258-480e-852d-e82a214e7dab/farm_details[1],uuid:2e581c77-f258-480e-852d-e82a214e7dab/farm_details
3,0.5000000000,2,"",4,"",0.5000000000,2,"",2,"",Medium,Based on soil colour,0,"","",2,2,0,"","","",15 16,Coffee,1 2 4 8 9,"",3,"",0,0,"","",0,2 3,"",0,"",1,16,0,"",0,"",0,0,uuid:2e581c77-f258-480e-852d-e82a214e7dab,uuid:2e581c77-f258-480e-852d-e82a214e7dab/farm_details[2],uuid:2e581c77-f258-480e-852d-e82a214e7dab/farm_details
2,0.6000000000,2,"",1,"",10.5000000000,2,"",1,"",Medium,Soil texture,0,"","",2,1,0,"","","",1,"",2 8 1,"",2,"",1,0,"","",0,4,"",1,1,0,"",0,"",0,"",0,0,uuid:a0de9b2c-e0f6-4521-b893-4f5874cc431e,uuid:a0de9b2c-e0f6-4521-b893-4f5874cc431e/farm_details[1],uuid:a0de9b2c-e0f6-4521-b893-4f5874cc431e/farm_details
2,2.0000000000,2,"",1,"",10.5000000000,2,"",1,"",Medium,Soil texture,0,"","",2,1,0,"","","",1,"",1 2 8 7 6,"",1 2,"",1,0,"","",0,4,"",1,1,0,"",0,"",1,1,1,1,uuid:a0de9b2c-e0f6-4521-b893-4f5874cc431e,uuid:a0de9b2c-e0f6-4521-b893-4f5874cc431e/farm_details[2],uuid:a0de9b2c-e0f6-4521-b893-4f5874cc431e/farm_details
2,2.5000000000,2,"",1,"",10.5000000000,2,"",1,"",Medium,Soil texture,0,"","",2,1,0,"","","",1,"",1 2 7 6 8,"",1 2,"",1,0,"","",0,4,"",1,1,0,"",0,"",1,1,1,1,uuid:a0de9b2c-e0f6-4521-b893-4f5874cc431e,uuid:a0de9b2c-e0f6-4521-b893-4f5874cc431e/farm_details[3],uuid:a0de9b2c-e0f6-4521-b893-4f5874cc431e/farm_details
2,2.5000000000,2,"",1,"",10.5000000000,2,"",1,"",Medium,Soil texture,0,"","",2,1,0,"","","",1,"",1 2 6 7 8,"",1 2,"",1,0,"","",0,4,"",1,1,0,"",0,"",1,1,1,1,uuid:a0de9b2c-e0f6-4521-b893-4f5874cc431e,uuid:a0de9b2c-e0f6-4521-b893-4f5874cc431e/farm_details[4],uuid:a0de9b2c-e0f6-4521-b893-4f5874cc431e/farm_details
2,1.5000000000,2,"",1,"",10.5000000000,2,"",1,"",Medium,Soil texture,0,"","",2,1,0,"","","",1,"",1 2 6 7 8,"",2 1,"",1,0,"","",0,4,"",1,1,0,"",0,"",1,1,1,1,uuid:a0de9b2c-e0f6-4521-b893-4f5874cc431e,uuid:a0de9b2c-e0f6-4521-b893-4f5874cc431e/farm_details[5],uuid:a0de9b2c-e0f6-4521-b893-4f5874cc431e/farm_details
2,0.5000000000,2,"",1,"",10.5000000000,2,"",1,"",Medium,Soil texture,0,"","",2,1,0,"","","",1,"",1 2 6 7 8,"",1 2,"",1,0,"","",0,4,"",1,1,0,"",0,"",1,1,1,1,uuid:a0de9b2c-e0f6-4521-b893-4f5874cc431e,uuid:a0de9b2c-e0f6-4521-b893-4f5874cc431e/farm_details[6],uuid:a0de9b2c-e0f6-4521-b893-4f5874cc431e/farm_details
2,1.0000000000,2,"",1,"",10.5000000000,2,"",1,"",Medium,Soil texture,0,"","",2,1,0,"","","",16,Coconut,7 8,"",1 2,"",0,0,"","",0,4,"",0,"",0,"",0,"",1,16,0,1,uuid:a0de9b2c-e0f6-4521-b893-4f5874cc431e,uuid:a0de9b2c-e0f6-4521-b893-4f5874cc431e/farm_details[7],uuid:a0de9b2c-e0f6-4521-b893-4f5874cc431e/farm_details
2,0.5000000000,2,"",1,"",10.5000000000,2,"",1,"",Medium,Soil texture,0,"","",2,1,0,"","","",16,Banana,7 8,"",2,"",0,0,"","",0,4,"",1,16,0,"",0,"",0,"",0,0,uuid:a0de9b2c-e0f6-4521-b893-4f5874cc431e,uuid:a0de9b2c-e0f6-4521-b893-4f5874cc431e/farm_details[8],uuid:a0de9b2c-e0f6-4521-b893-4f5874cc431e/farm_details
2,1.5000000000,2,"",6,"",1.5000000000,2,"",1,"",Medium,Yield,0,"","",2,1,0,"","","",1,"",7 2,"",1 4,"",0,0,"","",0,4,"",1,1,0,"",0,"",1,1,1,1,uuid:7e622fae-d345-4415-bf57-fd44785109e6,uuid:7e622fae-d345-4415-bf57-fd44785109e6/farm_details[1],uuid:7e622fae-d345-4415-bf57-fd44785109e6/farm_details
2,3.8900000000,2,"",2,"",3.8900000000,2,"",1,"",Medium,Soil colour,0,"","",2,1,0,"","","",16,"Groundnut, tomato",6 7,"",2 6,"Jeevamrutam, ghanajeevanrutam",1,0,"","",0,4,"",1,16,0,"",0,"",0,"",0,0,uuid:03faeb12-649f-4667-a1a9-776ace6b58cb,uuid:03faeb12-649f-4667-a1a9-776ace6b58cb/farm_details[1],uuid:03faeb12-649f-4667-a1a9-776ace6b58cb/farm_details
2,70.0000000000,4,Cents,8,Heridity,20.0000000000,4,Cents,1,"",Medium,"Based on the soil colour, cracks present in the soil",0,"","",1,2,1,1,3,"",2 14 16,Pippali,1 2 4,"",2 3,"",0,1,70.0000000000,1.0000000000,1,1,"",1,2 16,0,"",0,"",0,"",0,0,uuid:2436c12b-46ee-4371-9302-47c0d19948cd,uuid:2436c12b-46ee-4371-9302-47c0d19948cd/farm_details[1],uuid:2436c12b-46ee-4371-9302-47c0d19948cd/farm_details
2,40.0000000000,4,Cents,8,Heridity,20.0000000000,4,Cents,1,"",Medium,Based on the earthworms present in the field,0,"","",1,2,0,"","","",1,"",1 2,"",3,"",0,1,100.0000000000,0.5000000000,1,1,"",0,"",1,1,0,"",0,"",0,0,uuid:2436c12b-46ee-4371-9302-47c0d19948cd,uuid:2436c12b-46ee-4371-9302-47c0d19948cd/farm_details[2],uuid:2436c12b-46ee-4371-9302-47c0d19948cd/farm_details
2,2.0000000000,2,"",4,"",1.0000000000,2,"",1,"",Medium,Based on earthworms and earthworms castings present in the field,0,"","",1,2,0,"","","",1,"",1 2 4 6 7 8,"",3 5 4,"",0,1,50.0000000000,2.0000000000,0,2,"",0,"",1,1,0,"",0,"",0,0,uuid:775f3352-454d-4a65-8842-f45f1a64eb22,uuid:775f3352-454d-4a65-8842-f45f1a64eb22/farm_details[1],uuid:775f3352-454d-4a65-8842-f45f1a64eb22/farm_details
3,2.6000000000,2,"",4,"",2.0000000000,2,"",1,"",Medium,Based on soil colour and porosity capacity of the soil,1,2,Red soils and black soils,1,2,1,1,3,"",2 5 6 9 11 13 14 16,Pippali,3 4 8,"",3 4 5,"",1,1,20.0000000000,1.0000000000,0,2,"",0,"",1,2 5 6 15 16,0,"",0,"",0,0,uuid:775f3352-454d-4a65-8842-f45f1a64eb22,uuid:775f3352-454d-4a65-8842-f45f1a64eb22/farm_details[2],uuid:775f3352-454d-4a65-8842-f45f1a64eb22/farm_details
2,5.0000000000,2,"",2,"",5.0000000000,2,"",1,"",Medium,Soil colour,0,"","",2,2,0,"","","",16,Ground nut tomato,6 7,"",2 1,"",1,0,"","",0,5,Incorporating into the field,1,16,0,"",0,"",1,16,0,1,uuid:51d51f5d-c404-42da-99ba-256b32d26822,uuid:51d51f5d-c404-42da-99ba-256b32d26822/farm_details[1],uuid:51d51f5d-c404-42da-99ba-256b32d26822/farm_details
2,2.5000000000,2,"",2,"",2.5000000000,2,"",1,"",Medium,Soil colour,0,"","",2,2,0,"","","",16,Castor,6 7,"",1 2,"",1,0,"","",0,5,Incorporating into the field,1,16,0,"",0,"",1,16,0,1,uuid:51d51f5d-c404-42da-99ba-256b32d26822,uuid:51d51f5d-c404-42da-99ba-256b32d26822/farm_details[2],uuid:51d51f5d-c404-42da-99ba-256b32d26822/farm_details
2,2.5000000000,2,"",2,"",2.5000000000,2,"",1,"",Medium,Soil colour,0,"","",1,2,0,"","","",16,Ground nut,6 7,"",2 3,"",1,0,"","",0,2,"",1,16,1,16,0,"",0,"",0,0,uuid:80bcf1ba-0bcf-4ecd-9d32-fd2a226f6447,uuid:80bcf1ba-0bcf-4ecd-9d32-fd2a226f6447/farm_details[1],uuid:80bcf1ba-0bcf-4ecd-9d32-fd2a226f6447/farm_details
2,0.5000000000,2,"",6,"",3.0000000000,2,"",1,"",Low,Soil feel,0,"","",2,1,0,"","","",1,"",1 2,"",1 2,"",1,0,"","",0,4,"",1,1,0,"",0,"",1,1,1,1,uuid:a3655970-bbe1-4bc7-aa82-a0206e5dec3c,uuid:a3655970-bbe1-4bc7-aa82-a0206e5dec3c/farm_details[1],uuid:a3655970-bbe1-4bc7-aa82-a0206e5dec3c/farm_details
2,1.2500000000,2,"",6,"",3.0000000000,2,"",1,"",Low,Soil feel,0,"","",2,1,0,"","","",1,"",1 2,"",1 2,"",1,0,"","",0,4,"",0,"",0,"",0,"",1,1,1,1,uuid:a3655970-bbe1-4bc7-aa82-a0206e5dec3c,uuid:a3655970-bbe1-4bc7-aa82-a0206e5dec3c/farm_details[2],uuid:a3655970-bbe1-4bc7-aa82-a0206e5dec3c/farm_details
2,1.2500000000,2,"",6,"",3.0000000000,2,"",1,"",Low,Soil feel,0,"","",2,1,0,"","","",1,"",1 2,"",1,"",1,0,"","",0,4,"",0,"",0,"",0,"",1,1,1,1,uuid:a3655970-bbe1-4bc7-aa82-a0206e5dec3c,uuid:a3655970-bbe1-4bc7-aa82-a0206e5dec3c/farm_details[3],uuid:a3655970-bbe1-4bc7-aa82-a0206e5dec3c/farm_details
2,1.0000000000,2,"",1,"",1.0000000000,2,"",1,"",Medium,Yield,0,"","",2,1,0,"","","",1,"",2 8,"",4,"",1,0,"","",0,4,"",1,1,0,"",0,"",1,1,1,1,uuid:6c19d56e-412c-4df1-8159-28fd0c7dfba6,uuid:6c19d56e-412c-4df1-8159-28fd0c7dfba6/farm_details[1],uuid:6c19d56e-412c-4df1-8159-28fd0c7dfba6/farm_details
1,5.0000000000,2,"",2,"",5.0000000000,2,"",1,"",Medium,Soil colour,0,"","",2,1,0,"","","",16,"Groundnut, tomato",6 7 8,"",1 2 5,"",1,0,"","",0,4,"",1,16,0,"",0,"",1,16,1,1,uuid:37ddc0cd-68ce-4548-a8e0-23408e69d567,uuid:37ddc0cd-68ce-4548-a8e0-23408e69d567/farm_details[1],uuid:37ddc0cd-68ce-4548-a8e0-23408e69d567/farm_details
2,1.0000000000,2,"",4,"",1.0000000000,2,"",1,"",Medium,Based on soil colour and porosity capacity of the soil,0,"","",1,2,1,1,3,"",2 5 11 14 16,Pippli,1 2 3 4,"",3,"",1,1,50.0000000000,0.5000000000,0,2,"",0,"",0,"",0,"",0,"",0,0,uuid:6ea5b07e-a49e-4832-a7ed-87b8e74a88f2,uuid:6ea5b07e-a49e-4832-a7ed-87b8e74a88f2/farm_details[1],uuid:6ea5b07e-a49e-4832-a7ed-87b8e74a88f2/farm_details
2,1.5000000000,2,"",4,"",1.5000000000,2,"",1,"",Medium,Based on colour and yield,0,"","",2,1,0,"","","",1 2 14 16,Pippali,1 2 3 4,"",3 4 5 6,By using APCNF methods,0,1,50.0000000000,0.5000000000,0,2,"",0,"",1,1 2 14 16,0,"",0,"",0,0,uuid:252faa4f-4da4-40f3-a3b4-a6d0a038c599,uuid:252faa4f-4da4-40f3-a3b4-a6d0a038c599/farm_details[1],uuid:252faa4f-4da4-40f3-a3b4-a6d0a038c599/farm_details
3,0.5000000000,2,"",4,"",0.5000000000,2,"",2,"",Low,Based on yield,0,"","",2,2,0,"","","",16 15,Coffee,1 2 4 9,"",3 4 5 6,By using APCNF methods,0,0,"","",0,2 3 5,Coffee is permanent crop,0,"",0,"",0,"",0,"",0,0,uuid:252faa4f-4da4-40f3-a3b4-a6d0a038c599,uuid:252faa4f-4da4-40f3-a3b4-a6d0a038c599/farm_details[2],uuid:252faa4f-4da4-40f3-a3b4-a6d0a038c599/farm_details
